Ecoregion,Country,Site,Genus,Species,Taxon,N_min,Date,Start_decimal,Gamete_release,DoSRtNFM,daylen_decimal,sunset,sunrise
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Leptoria,phrygia,Leptoria  phrygia,1.0,2013-11-25,23.0,Bundles,7,14.24,18.21,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astrea,curta,Astrea  curta,1.0,2013-11-26,20.5,Bundles,8,14.24,18.21,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Leptoria,phrygia,Leptoria  phrygia,1.0,2013-11-26,23.0,Bundles,8,14.24,18.21,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Montipora,sp.,Montipora  sp.,1.0,2013-11-27,19.5,Bundles,9,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Montipora,sp.,Montipora  sp.,1.0,2013-11-28,19.5,Bundles,10,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,20.0,2018-11-23,22.0,Bundles,0,14.22,18.19,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,hyacinthus,Acropora  hyacinthus,5.0,2019-11-12,22.0,Bundles,0,13.11,18.11,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,7.0,2019-11-12,21.75,Bundles,0,13.11,18.11,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Platygyra,daedalea,Platygyra  daedalea,7.0,2019-11-12,18.5,Bundles,0,13.11,18.11,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,2.0,2017-11-07,21.0,Not recorded,3,13.6,18.8,5.2
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,2.0,2017-11-08,21.25,Not recorded,4,13.7,18.9,5.2
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astrea,curta,Astrea  curta,2.0,2017-11-10,19.5,Not recorded,6,13.9,18.1,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astrea,curta,Astrea  curta,8.0,2017-11-11,20.25,Not recorded,7,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astreopora,sp.,Astreopora  sp.,1.0,2017-11-11,20.0,Not recorded,7,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Cyphastrea,serailia,Cyphastrea  serailia,1.0,2017-11-11,20.0,Not recorded,7,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2017-11-11,18.5,Not recorded,7,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astrea,curta,Astrea  curta,1.0,2017-11-12,19.5,Not recorded,8,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Goniastrea,edwardsi,Goniastrea  edwardsi,1.0,2017-11-12,21.5,Not recorded,8,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2017-11-12,18.5,Not recorded,8,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,digitifera,Acropora  digitifera,1.0,2017-11-13,22.5,Not recorded,9,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,hyacinthus,Acropora  hyacinthus,3.0,2017-11-13,22.5,Not recorded,9,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,5.0,2017-11-13,21.5,Not recorded,9,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,valida,Acropora  valida,5.0,2017-11-13,22.0,Not recorded,9,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Goniastrea,edwardsi,Goniastrea  edwardsi,1.0,2017-11-13,21.5,Not recorded,9,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,digitifera,Acropora  digitifera,1.0,2017-11-14,22.0,Not recorded,10,14.14,18.13,4.59
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Leptoria,phrygia,Leptoria  phrygia,2.0,2017-11-14,23.0,Not recorded,10,14.14,18.13,4.59
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Montipora,digitata,Montipora  digitata,1.0,2017-11-14,21.25,Not recorded,10,14.14,18.13,4.59
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,2.0,2017-12-07,21.5,Not recorded,3,14.31,18.29,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Cyphastrea,serailia,Cyphastrea  serailia,1.0,2017-12-08,20.0,Not recorded,4,14.31,18.29,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,2.0,2017-12-08,21.33333333333333,Not recorded,4,14.31,18.29,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Montipora,digitata,Montipora  digitata,1.0,2017-12-11,21.0,Not recorded,7,14.32,18.31,4.59
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,3.0,2018-11-25,20.0,Not recorded,2,14.23,18.2,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,1.0,2018-11-26,21.0,Not recorded,3,14.24,18.21,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,1.0,2018-11-27,23.5,Not recorded,4,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Porites,cylindrica,Porites  cylindrica,2.0,2018-11-27,21.5,Not recorded,4,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,digitifera,Acropora  digitifera,5.0,2018-11-28,21.0,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,gemmifera,Acropora  gemmifera,1.0,2018-11-28,22.0,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,hyacinthus,Acropora  hyacinthus,9.0,2018-11-28,22.0,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,4.0,2018-11-28,21.83333333333333,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,valida,Acropora  valida,7.0,2018-11-28,21.75,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Cyphastrea,serailia,Cyphastrea  serailia,1.0,2018-11-28,19.5,Not recorded,5,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,digitifera,Acropora  digitifera,1.0,2018-11-29,21.5,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,digitifera,Acropora cf digitifera,2.0,2018-11-29,21.0,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2018-11-29,21.666666666666668,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,1.0,2018-11-29,21.5,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,1.0,2018-11-29,22.0,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,valida,Acropora  valida,1.0,2018-11-29,21.33333333333333,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2018-11-29,18.5,Not recorded,6,14.26,18.23,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,millepora,Acropora  millepora,1.0,2018-11-30,22.5,Not recorded,7,14.27,18.24,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,valida,Acropora  valida,2.0,2018-11-30,21.5,Not recorded,7,14.27,18.24,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Cyphastrea,serailia,Cyphastrea  serailia,1.0,2018-11-30,19.166666666666668,Not recorded,7,14.27,18.24,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2018-11-30,18.666666666666668,Not recorded,7,14.27,18.24,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Astrea,curta,Astrea  curta,2.0,2018-12-01,19.666666666666668,Not recorded,8,14.28,18.25,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,1.0,2018-11-26,22.0,Not recorded,3,14.24,18.21,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,1.0,2018-11-27,22.0,Not recorded,4,14.25,18.22,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,Acropora,spathulata,Acropora  spathulata,3.0,2018-11-28,21.633333333333333,Not recorded,5,14.26,18.23,4.57
Central and northern Great Barrier Reef,Australia,High Island,Acropora,millepora,Acropora  millepora,4.0,2004-11-02,21.5,Bundles,5,13.44,18.21,5.37
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Cyphastrea,microphthalma,Cyphastrea  microphthalma,1.0,1987-03-24,20.666666666666668,Not recorded,9,12.2,18.32,6.3
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Cyphastrea,serailia,Cyphastrea  serailia,2.0,1987-03-24,19.83333333333333,Not recorded,9,12.2,18.32,6.3
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Montipora,capricornis,Montipora  capricornis,1.0,1987-03-24,20.33333333333333,Not recorded,9,12.2,18.32,6.3
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acanthastrea,echinata,Acanthastrea  echinata,1.0,1987-03-25,21.83333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,aculeus,Acropora  aculeus,1.0,1987-03-25,20.416666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,cerealis,Acropora  cerealis,1.0,1987-03-25,22.58333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,glauca,Acropora  glauca,6.0,1987-03-25,20.416666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,latistella,Acropora  latistella,2.0,1987-03-25,21.166666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,nasuta,Acropora  nasuta,1.0,1987-03-25,22.5,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,spicifera,Acropora  spicifera,3.0,1987-03-25,21.75,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,tenuis,Acropora  tenuis,2.0,1987-03-25,22.5,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,valida,Acropora  valida,3.0,1987-03-25,22.5,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,willisae,Acropora  willisae,3.0,1987-03-25,21.666666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Cyphastrea,microphthalma,Cyphastrea  microphthalma,2.0,1987-03-25,21.166666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Cyphastrea,serailia,Cyphastrea  serailia,2.0,1987-03-25,20.916666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Echinophyllia,aspera,Echinophyllia  aspera,3.0,1987-03-25,20.83333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Galaxea,fascicularis,Galaxea  fascicularis,2.0,1987-03-25,22.0,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Montipora,capricornis,Montipora  capricornis,1.0,1987-03-25,20.08333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Montipora,grisea,Montipora  grisea,1.0,1987-03-25,20.666666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Montipora,hoffmeisteri,Montipora  hoffmeisteri,1.0,1987-03-25,20.166666666666668,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Montipora,turgescens,Montipora  turgescens,2.0,1987-03-25,20.33333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Oxypora,lacera,Oxypora  lacera,1.0,1987-03-25,21.08333333333333,Not recorded,10,12.0,18.31,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,anthocercis,Acropora  anthocercis,1.0,1987-03-26,22.83333333333333,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,aspera,Acropora  aspera,2.0,1987-03-26,20.0,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,florida,Acropora  florida,1.0,1987-03-26,21.5,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,grandis,Acropora  grandis,4.0,1987-03-26,21.75,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,latistella,Acropora  latistella,2.0,1987-03-26,21.25,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,muricata,Acropora  muricata,2.0,1987-03-26,22.08333333333333,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,selago,Acropora  selago,2.0,1987-03-26,21.08333333333333,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,spicifera,Acropora  spicifera,6.0,1987-03-26,20.75,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,stoddarti,Acropora  stoddarti,1.0,1987-03-26,22.25,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,valida,Acropora  valida,6.0,1987-03-26,21.08333333333333,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Acropora,willisae,Acropora  willisae,1.0,1987-03-26,22.33333333333333,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Dipsastraea,favus,Dipsastraea  favus,1.0,1987-03-26,22.5,Not recorded,11,12.59,18.3,6.31
"Houtman Abrolhos Islands, west Australia",Australia,Houtman Abrolhos,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1987-03-26,21.33333333333333,Not recorded,11,12.59,18.3,6.31
Central and northern Great Barrier Reef,Australia,Lizard Island,Astreopora,myriophthalma,Astreopora  myriophthalma,1.0,1983-11-24,20.466666666666665,Bundles,4,13.52,18.3,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Favites,abdita,Favites  abdita,1.0,1983-11-24,22.55,Bundles,4,13.52,18.3,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Goniastrea,retiformis,Goniastrea  retiformis,1.0,1983-11-24,20.716666666666665,Bundles,4,13.52,18.3,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Platygyra,daedalea,Platygyra  daedalea,1.0,1983-11-24,19.55,Bundles,4,13.52,18.3,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Acropora,hyacinthus,Acropora  hyacinthus,2.0,1983-11-25,20.48333333333333,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Acropora,muricata,Acropora  muricata,1.0,1983-11-25,20.066666666666663,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Acropora,nasuta,Acropora  nasuta,1.0,1983-11-25,19.816666666666663,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Acropora,secale,Acropora  secale,2.0,1983-11-25,20.48333333333333,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Acropora,tenuis,Acropora  tenuis,2.0,1983-11-25,19.65,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Australogyra,zelli,Australogyra  zelli,1.0,1983-11-25,21.566666666666663,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Dipsastraea,favus,Dipsastraea  favus,1.0,1983-11-25,19.9,Bundles,5,13.53,18.31,5.38
Central and northern Great Barrier Reef,Australia,Lizard Island,Favites,flexuosa,Favites  flexuosa,2.0,1983-11-25,20.566666666666663,Bundles,5,13.53,18.31,5.38
